"학교ID",학교명,학교급구분,설립일자,설립형태,본교분교구분,운영상태,소재지지번주소,소재지도로명주소,시도교육청코드,시도교육청명,교육지원청코드,교육지원청명,생성일자,변경일자,위도,경도,데이터기준일자
B000002119,서울삼광초등학교,초등학교,1945-11-01,공립,본교,운영,서울특별시 용산구 후암동 190-2,서울특별시 용산구 두텁바위로1나길 19,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2019-09-10,37.5477533,126.9765936,2020-03-20
B000002120,서울남정초등학교,초등학교,1945-11-01,공립,본교,운영,서울특별시 용산구 원효로2가 54-1,서울특별시 용산구 원효로64길 17-10,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2019-09-10,37.5356734,126.9648033,2020-03-20
B000002121,서울신용산초등학교,초등학교,1968-09-25,공립,본교,운영,서울특별시 용산구 이촌동 301-75,서울특별시 용산구 이촌로 255,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2019-09-10,37.5206293,126.9753668,2020-03-20
B000002122,신광초등학교,초등학교,1964-11-26,사립,본교,운영,서울특별시 용산구 청파동3가 100,서울특별시 용산구 청파로 263,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2019-09-10,37.5429007,126.9694483,2020-03-20
B000002123,서울방이초등학교,초등학교,1984-04-04,공립,본교,운영,서울특별시 송파구 방이동 167,서울특별시 송파구 위례성대로10길 4,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2019-09-10,37.5134392,127.1204982,2020-03-20
B000002124,서울가락초등학교,초등학교,1981-09-09,공립,본교,운영,서울특별시 송파구 가락동 477,서울특별시 송파구 송파대로37길 45,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2019-09-10,37.500022,127.1076425,2020-03-20
B000002125,서울평화초등학교,초등학교,1992-10-21,공립,본교,운영,서울특별시 송파구 가락동 106,서울특별시 송파구 송파대로26길 22,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2019-09-10,37.4915665,127.1228241,2020-03-20
B000002126,서울중대초등학교,초등학교,1924-11-13,공립,본교,운영,서울특별시 송파구 송파동 191,서울특별시 송파구 송파대로36길 8,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2019-09-10,37.4998109,127.113605,2020-03-20
B000002127,서울문덕초등학교,초등학교,1993-10-26,공립,본교,운영,서울특별시 송파구 문정동 90-3,서울특별시 송파구 송이로34길 60,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2019-09-10,37.4851786,127.1277298,2020-03-20
B000002128,서울문정초등학교,초등학교,1985-04-17,공립,본교,운영,서울특별시 송파구 문정동 12,서울특별시 송파구 문정로5길 20,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2019-09-10,37.4890731,127.1290119,2020-03-20
B000002129,서울가원초등학교,초등학교,1989-04-20,공립,본교,운영,서울특별시 송파구 문정동 150-10,서울특별시 송파구 중대로4길 8,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2019-09-10,37.489441,127.1110293,2020-03-20
B000002130,서울문현초등학교,초등학교,2007-12-06,공립,본교,운영,서울특별시 송파구 장지동 836,서울특별시 송파구 충민로 137,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2019-09-10,37.4827899,127.1302223,2020-03-20
B000002131,서울잠일초등학교,초등학교,1976-03-12,공립,본교,운영,서울특별시 송파구 잠실동 19-1,서울특별시 송파구 올림픽로 95,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2019-09-10,37.5147399506,127.0816351,2020-03-20
B000002132,서울잠신초등학교,초등학교,1981-10-30,공립,본교,운영,서울특별시 송파구 잠실동 22-4,서울특별시 송파구 잠실로 32,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2019-09-10,37.5141141,127.0879415,2020-03-20
B000002133,서울송전초등학교,초등학교,1978-10-31,공립,본교,운영,서울특별시 송파구 잠실동 44-2,서울특별시 송파구 석촌호수로 159,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2019-09-10,37.5088133,127.0951286,2020-03-20
B000002134,서울잠동초등학교,초등학교,1980-09-29,공립,본교,운영,서울특별시 송파구 신천동 7-2,서울특별시 송파구 올림픽로35길 122,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2019-09-10,37.5183371,127.0999323,2020-03-20
B000002135,서울잠실초등학교,초등학교,1975-11-01,공립,본교,운영,서울특별시 송파구 신천동 20-2,서울특별시 송파구 올림픽로35길 20,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2019-09-10,37.5201075,127.1113101,2020-03-20
B000002136,서울잠현초등학교,초등학교,2008-10-27,공립,본교,운영,서울특별시 송파구 신천동 17-2,서울특별시 송파구 올림픽로37길 109,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2019-09-10,37.5225857,127.1047786,2020-03-20
B000002137,서울신가초등학교,초등학교,1988-10-20,공립,본교,운영,서울특별시 송파구 가락동 43-1,서울특별시 송파구 송이로 75,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2019-09-10,37.5003633,127.1198756,2020-03-20
B000002138,서울가주초등학교,초등학교,1996-11-08,공립,본교,운영,서울특별시 송파구 가락동 140-6,서울특별시 송파구 오금로40길 37,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2019-09-10,37.4965656,127.1292617,2020-03-20
B000002139,서울가동초등학교,초등학교,1990-04-25,공립,본교,운영,서울특별시 송파구 가락동 163,서울특별시 송파구 중대로20길 47,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2019-09-10,37.4974117,127.1300169,2020-03-20
B000002140,서울영풍초등학교,초등학교,1982-10-10,공립,본교,운영,서울특별시 송파구 거여동 12,서울특별시 송파구 오금로57길 15,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2019-09-10,37.4962182,127.1430149,2020-03-20
B000002141,서울거원초등학교,초등학교,1997-11-07,공립,본교,운영,서울특별시 송파구 거여동 296-1,서울특별시 송파구 양산로2길 26,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2019-09-10,37.4876239,127.144909,2020-03-20
B000002142,서울남천초등학교,초등학교,1984-05-03,공립,본교,운영,서울특별시 송파구 마천동 53,서울특별시 송파구 성내천로 207,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2019-09-10,37.5014452,127.1507951,2020-03-20
B000002143,서울마천초등학교,초등학교,1978-05-04,공립,본교,운영,서울특별시 송파구 마천동 183-4,서울특별시 송파구 마천로61다길 24,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2019-09-10,37.495507,127.1526301,2020-03-20
B000002144,서울오륜초등학교,초등학교,1989-04-19,공립,본교,운영,서울특별시 송파구 방이동 89-16,서울특별시 송파구 양재대로 1196,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2019-09-10,37.5124246,127.1345763,2020-03-20
B000002145,서울세륜초등학교,초등학교,1989-04-19,공립,본교,운영,서울특별시 송파구 방이동 89-23,서울특별시 송파구 양재대로 1264,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2019-09-10,37.5185591,127.134162,2020-03-20
B000002146,서울방산초등학교,초등학교,1992-10-22,공립,본교,운영,서울특별시 송파구 방이동 220-4,서울특별시 송파구 오금로27길 42,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2019-09-10,37.509556,127.1210892,2020-03-20
B000002147,서울삼전초등학교,초등학교,1983-05-10,공립,본교,운영,서울특별시 송파구 삼전동 63,서울특별시 송파구 백제고분로28길 19,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2019-09-10,37.5016992,127.0932694,2020-03-20
B000002148,서울석촌초등학교,초등학교,1990-05-10,공립,본교,운영,서울특별시 송파구 석촌동 267,서울특별시 송파구 가락로11길 26,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2019-09-10,37.5026298,127.1052132,2020-03-20
B000002149,서울송파초등학교,초등학교,1985-10-21,공립,본교,운영,서울특별시 송파구 송파동 114,서울특별시 송파구 백제고분로 400,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2019-09-10,37.5071366,127.1111188,2020-03-20
B000002150,서울오금초등학교,초등학교,1993-10-28,공립,본교,운영,서울특별시 송파구 오금동 7,서울특별시 송파구 위례성대로22길 11,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2019-09-10,37.5088663,127.1323305,2020-03-20
B000002151,서울거여초등학교,초등학교,1967-11-23,공립,본교,운영,서울특별시 송파구 오금동 108,서울특별시 송파구 마천로25길 18,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2019-09-10,37.5051694,127.1409011,2020-03-20
B000002152,서울개롱초등학교,초등학교,2008-03-03,공립,본교,운영,서울특별시 송파구 오금동 159,서울특별시 송파구 문정로 211,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2019-09-10,37.4973608,127.1398869,2020-03-20
B000002153,서울잠전초등학교,초등학교,1981-11-26,공립,본교,운영,서울특별시 송파구 잠실동 229,서울특별시 송파구 올림픽로12길 51,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2019-09-10,37.5073394,127.0838483,2020-03-20
B000002154,서울풍납초등학교,초등학교,1980-08-01,공립,본교,운영,서울특별시 송파구 풍납동 165,서울특별시 송파구 풍성로 43,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2019-09-10,37.5344059,127.1172056,2020-03-20
B000002155,서울토성초등학교,초등학교,1984-04-21,공립,본교,운영,서울특별시 송파구 풍납동 251,서울특별시 송파구 풍성로20길 44,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2019-09-10,37.5318847,127.1156313,2020-03-20
B000002156,서울풍성초등학교,초등학교,1991-04-24,공립,본교,운영,서울특별시 송파구 풍납동 388-8,서울특별시 송파구 강동대로2길 13,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2019-09-10,37.5262933,127.1134868,2020-03-20
B000002157,서울아주초등학교,초등학교,1987-04-24,공립,본교,운영,서울특별시 송파구 잠실동 115,서울특별시 송파구 올림픽로4길 59,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2019-09-10,37.5058275,127.075764,2020-03-20
B000002158,서울버들초등학교,초등학교,2007-09-01,공립,본교,운영,서울특별시 송파구 잠실동 35-6,서울특별시 송파구 석촌호수로 81,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2019-09-10,37.5102814,127.0890677,2020-03-20
B000002159,서울신천초등학교,초등학교,1959-05-26,공립,본교,운영,서울특별시 송파구 잠실동 27-5,서울특별시 송파구 올림픽로 215,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2019-09-10,37.5140127,127.0950476,2020-03-20
